,raw_pub,best_match,best_match_prob
10471,"sweetness and light are indicated."" Olga Owens Boston Transcript",Boston Transcript,81.0
10472,"is as transparent as gauze."" Marian Wiggin Boston Transcript",Boston Transcript,81.66666666666667
10473,I Boston Transcript pi Jl,Boston Transcript,93.66666666666667
10474,"', Christian Science Monitor pll Je",Christian Science Monitor,96.0
10475,■t- Library J,Library J,96.66666666666667
10476,-j Christian Science Monitor pll Mr,Christian Science Monitor,95.0
10477,h New Statesman &. Nation,New Statesman & Nation,96.66666666666667
10478,Times [London] Lit Sup pCOl X,Times [London] Lit Sup,95.0
10479,Booki p,Books plO,78.66666666666667
10480,Yale R n s 30:xll winter,Yale R,80.0
10481,"""+' —'Sat R of Lit",Sat R of Lit,100.0
10482,A Forum,Forum,94.33333333333333
10483,New Yorker 16:5(i Ag,New Yorker,89.0
10484,-\ New Statesman & Nation,New Statesman & Nation,100.0
10485,"distinctly glad to get rid of the smells."" M. D. h Springf'd Republican",Springfield Republican,65.0
10486,Yale R n s 29:xll summer,Yale R,80.0
10487,r- Manchester Guardian,Manchester Guardian,98.33333333333333
10488,Books pg N,Books,89.0
10489,ature.,Survey,53.333333333333336
10490,■+- Books plO Je,Books plO,95.33333333333333
10491,"J, NY Times",N Y Times,84.0
10492,-) Book!,Books,86.0
10493,Sprlngf'd Republican plO Ag,Springfield Republican,73.33333333333333
10494,r Books,Books,94.33333333333333
10495,Manchester Guardian sup xiv D,Manchester Guardian,93.0
10496,-•- Christian Science Monitor plO Ja,Christian Science Monitor,96.0
10497,!- Times [London] Lit Sup,Times [London] Lit Sup,100.0
10498,"which are his life blood."" Ruth Blodgett Boston Transcript",Boston Transcript,82.33333333333333
10499,New ReDub,New Repub,89.0
10500,-) Atlantic D MO,Atlantic,92.0
10501,N Y Times pin N,N Y Times,91.66666666666667
10502,New Statesman & Nation 20:3S4 O,New Statesman & Nation,94.0
10503,Springfcl Republican,Springfield Republican,88.33333333333333
10504,Library J G6l3B2 Ap,Library J,88.0
10505,-) Yale Law J,Yale R,75.0
10506,Yale R n s 30:xii winter Ml,Yale R,78.66666666666667
10507,"seems very remote and rather Inconclusive."" h New Yorker",New Yorker,77.0
10508,-| Books plO D,Books plO,96.66666666666667
10509,-!• Sat R of Lit,Sat R of Lit,100.0
10510,"benumbing effect on his principal character."" )- Springf'd Republican",Springfield Republican,64.66666666666667
10511,h- Canadian Forum,Canadian Forum,97.66666666666667
10512,Yale R n s 30:vlli winter,Yale R,79.66666666666667
10513,Yale R n s 29:vlii spring,Yale R,79.66666666666667
10514,Yale R n s 29:viii summer,Yale R,79.66666666666667
10515,Boston Transcript pll O,Boston Transcript,95.0
10516,Books ptO D,Books,87.33333333333333
10517,-i Times [London] Lit Sup pl!3 Mr,Times [London] Lit Sup,93.33333333333333
10518,• Books pll Mr,Books,86.33333333333333
10519,'— +'Sat R of Lit,Sat R of Lit,100.0
10520,-I Atlantic D,Atlantic,93.33333333333333
10521,-I Books plG O,Books,85.33333333333333
10522,! Christian Science Monitor plO Ja,Christian Science Monitor,96.0
10523,"and ways of living."" John Patton r- Books",Books,74.33333333333333
10524,"marriage extremely distasteful."" Olga Owens F Boston Transcript",Boston Transcript,81.33333333333333
10525,"Springf'd Republican p""e My",Springfield Republican,77.33333333333333
10526,The Library,Library J,82.0
10527,Times [London] Lit Sup pZOS Ap,Times [London] Lit Sup,94.33333333333333
10528,"/f"" New Repub",New Repub,96.66666666666667
10529,O New Yorker,New Yorker,97.0
10530,Books pin Mr,Books,86.33333333333333
10531,-j- Boston Transcript pU Ap,Boston Transcript,93.66666666666667
10532,Library J (!5:5S1 Jl,Library J,89.0
10533,Yale R n a 30:xll autumn,Yale R,80.0
10534,Books plfi Ap,Books,85.33333333333333
10535,"N Y Times pi"" S",N Y Times,92.66666666666667
10536,r- Springf'd Republican,Springfield Republican,84.66666666666667
10537,NY Times pG O,N Y Times,75.33333333333333
10538,-; Springf'd Republican pTe S,Springfield Republican,78.66666666666667
10539,'+ Christian Science Monitor plO N,Christian Science Monitor,96.33333333333333
10540,-H New Statesman &. Nation,New Statesman & Nation,96.66666666666667
10541,Boston Transcript pll Jl,Boston Transcript,94.33333333333333
10542,Current Hist &. Forum,Current Hist,93.33333333333333
10543,N Y Times pS D,N Y Times,92.66666666666667
10544,Springf'd Republican pS D,Springfield Republican,81.0
10545,"story was put together."" R. H. Rovere f- Books",Books,74.0
10546,Yale R n s 29:xii summer,Yale R,80.0
10547,Boston Transcript pll Je,Boston Transcript,94.33333333333333
10548,New Bepub,New Repub,74.0
10549,"-""- New Yorker",New Yorker,100.0
10550,'Manchester Guardian,Manchester Guardian,100.0
10551,CHurchman,Churchman,96.33333333333333
10552,-) Horn Bk M,Horn Bk,96.0
10553,+• Books plO O,Books plO,96.66666666666667
10554,Manchester Guardian sup xlv D,Manchester Guardian,93.0
10555,Library J G5:6GO Ag,Library J,88.0
10556,Yale R n s 29:xli spring,Yale R,80.0
10557,Yale R n s 30:viii autumn,Yale R,79.66666666666667
10558,Books p i,Books,90.33333333333333
10559,J- Springf'd Republican,Springfield Republican,84.66666666666667
10560,-I Booklist,Booklist,96.33333333333333
10561,-r Horn Bk M,Horn Bk,92.66666666666667
10562,-i- Library J,Library J,96.66666666666667
10563,i- Sat R of Lit,Sat R of Lit,97.33333333333333
10564,-i Churchman,Churchman,96.66666666666667
10565,h Survey G,Survey,91.66666666666667
10567,Times [London] Lit Sup plSl Ap,Times [London] Lit Sup,94.33333333333333
10568,(- Boston Transcript pll N,Boston Transcript,95.0
10569,-+- Sat R of Lit,Sat R of Lit,100.0
10570,j- Manchester Guardian,Manchester Guardian,98.33333333333333
10571,■! New Statesman & Nation,New Statesman & Nation,100.0
10572,Yale R n s 29:xii spring,Yale R,80.0
10573,I Boston Transcript pi Ag,Boston Transcript,93.66666666666667
10574,-| Books pi N,Books,89.0
10575,Reviewed by Ruth Byrns f- Commonweal,Commonweal,81.33333333333333
10576,-) NY Times pi N,N Y Times,80.33333333333333
10577,•f Books plO Mr,Books plO,92.66666666666667
10578,Times [London] Lit Sup pi-10 S,Times [London] Lit Sup,94.33333333333333
10579,-i- Books plO S,Books plO,94.0
10580,-J Times [London] Lit Sup,Times [London] Lit Sup,98.33333333333333
10581,i Books pll Ja,Books,84.33333333333333
10582,"advance of their audiences."" Clifton Fadiman New Yorker",New Yorker,77.33333333333333
10583,-I Christian Science Monitor plO S,Christian Science Monitor,95.33333333333333
10584,Yale R n s 30:xll autumn,Yale R,80.0
10585,Atlantic My MO,Atlantic,91.0
10586,Yale R n s 30:xii winter,Yale R,80.0
10587,-: New Repub,New Repub,100.0
10588,-\ Christian Science Monitor pll D,Christian Science Monitor,96.33333333333333
10589,"prives the work of weight and reality."" A. B. h Boston Transcript",Boston Transcript,81.33333333333333
10590,-j Library J,Library J,96.66666666666667
10591,Springf'ei Republican,Springfield Republican,84.66666666666667
10592,!- Sat R of Lit,Sat R of Lit,100.0
10593,•I- Books plO Ag,Books plO,92.66666666666667
10594,-! Chem & Chem Eng N,N,70.66666666666667
10595,+■ N Y Times,N Y Times,100.0
10596,Books t.io N,Books,86.33333333333333
10597,"Springf'd Republican p""e O",Springfield Republican,78.66666666666667
10598,"self-conscious emptiness of soul."" Robert Littell h Yale R n s 30:xil autumn",Yale R,71.66666666666667
10599,Times [London] Lit Sup sup xvll N,Times [London] Lit Sup,92.66666666666667
10600,Ya|e R n s,Yale R,61.0
10602,I- Boston Transcript pi Ja,Boston Transcript,93.66666666666667
10603,Christian Science Monitor plS Ja,Christian Science Monitor,96.0
10604,-) Sprlngf'd Republican plO Je,Springfield Republican,73.33333333333333
10605,•! Books pS Ap,Books,87.33333333333333
10606,•+■ N Y Times,N Y Times,100.0
10607,■f Springf'd Republican,Springfield Republican,84.66666666666667
10608,"-i • Manchester Guardian p"" P",Manchester Guardian,95.33333333333333
10609,-I Atlantic Jl,Atlantic,92.0
10610,f- Boston Transcript pll Mr,Boston Transcript,93.0
10611,f- Canadian Forum,Canadian Forum,97.66666666666667
10612,"his painfully contrived fiction."" F. T. Marsh h Books",Books,73.0
10613,■i Manchester Guardian,Manchester Guardian,98.33333333333333
10614,-f- Boston Transcript pi Ja,Boston Transcript,93.66666666666667
10615,SprlngPd Republican pTe N,Springfield Republican,73.66666666666667
10616,-| Boston Transcript pi Jl,Boston Transcript,95.0
10617,"the book is not without promise."" L. M. Field (. N Y Times",N Y Times,76.66666666666667
10618,I- Churchman,Churchman,96.66666666666667
10619,Christian Scien'ca Monitor pll Ap,Christian Science Monitor,84.0
10620,I- Sprlngf'd Republican,Springfield Republican,80.0
10621,"ma"" New Yorker",New Yorker,95.66666666666667
10622,Christian Science Monitor ptl My IS,Christian Science Monitor,94.33333333333333
10623,M) Books,Books,94.33333333333333
10624,Books jiS Ag,Books,86.33333333333333
10625,Manchester Guardian sup xv D,Manchester Guardian,93.66666666666667
10626,Books pi s,Books,89.0
10627,•! New Repub,New Repub,100.0
10628,"to write something of the first class."" P. S. h Sat R of Lit",Sat R of Lit,78.33333333333333
10629,Booki plO Mr,Books plO,80.33333333333333
10630,", Spec",Spec,100.0
10631,.New Statesman &. Nation,New Statesman & Nation,98.33333333333333
10632,BooXs plO N,Books plO,83.0
10633,Publishers' Weekly,Pub W,50.0
10635,-i Christian Science Monitor plO F,Christian Science Monitor,95.33333333333333
10636,Time 3C:S8 N,Time,83.33333333333333
10637,Boston Transcript pt;,Boston Transcript,97.33333333333333
10638,tained.,Ind,67.0
10639,—— Freeman,Freeman,100.0
10640,Baston Transcript,Boston Transcript,94.0
10641,N Y Times 25:12:! Mr,N Y Times,89.0
10642,tsgprlngf'd Republican,Springfield Republican,77.0
10643,Revlew,Review,83.0
10644,+—lggprlan'd Republican nlla Ag,Springfield Republican,56.333333333333336
10645,Springf‘d Republican,Springfield Republican,85.66666666666667
10646,-i- Pub W,Pub W,94.33333333333333
10647,+-—N Y Evening Post,N Y Evening Post,100.0
10648,Springf'd Republican plla Je,Springfield Republican,76.66666666666667
10649,Boston Transcript‘pll D,Boston Transcript,95.0
10650,Nation lllzsup670 D,Nation,82.66666666666667
10651,N Times,N Y Times,91.33333333333333
10652,—— New Repub,New Repub,100.0
10653,+—~Spec,Spec,100.0
10654,N Y Tlmcs,N Y Times,78.0
10655,Bookilst,Booklist,88.0
10656,—-£>The Times [London] Lit Sup,Times [London] Lit Sup,97.0
10657,' +' Boston Transcript,Boston Transcript,100.0
10658,+—§prlngf'd Republican pila Ag,Springfield Republican,61.0
10659,+—1908prlngf’d Republican pile Ag,Springfield Republican,59.666666666666664
10660,+—Am Hist R 25:52:) Ap,Lit R,50.0
10661,+~—Bookllst,Booklist,88.0
10662,The Times [LOndon Lit Sup,Times [London] Lit Sup,94.66666666666667
10663,-i- Bookm,Bookm,94.33333333333333
10664,The Times London th Su,Times [London] Lit Sup,74.33333333333333
10665,Springf'd Republican pila D,Springfield Republican,78.66666666666667
10666,Cleveland p'i'f) Ag,Cleveland Open Shelf,62.666666666666664
10667,Natlon 110zsup488 Ap,Nation,53.0
10668,he Tlmes [London] LIt Sup,Times [London] Lit Sup,89.0
10669,—_ Boston Transcript,Boston Transcript,98.0
10670,—l———Booklist,Booklist,96.33333333333333
10671,-—— N Y Times,N Y Times,100.0
10672,Sat,Sat R,91.66666666666667
10673,Wis Lib Bul 16:13.53,Wis Lib Bui,78.0
10674,EOSprlngf’d Republican,Springfield Republican,68.0
10675,Springf'd Republican plla S,Springfield Republican,77.33333333333333
10676,Bookilct,Booklist,75.0
10677,N Y Tlmos,N Y Times,78.0
10678,+HBookilst,Booklist,84.0
10679,-—- N Y Times,N Y Times,100.0
10680,——- The Times [London] Lit Sup,Times [London] Lit Sup,97.0
10681,pale.”—-The Times [London] Lit Sup F,Times [London] Lit Sup,92.66666666666667
10682,~l- Booklist,Booklist,96.33333333333333
10683,Bookiist,Booklist,88.0
10684,Springf'd Republican Mn. N,Springfield Republican,80.0
10685,-l— N Y Times,N Y Times,96.66666666666667
10686,~— Ath,Ath,100.0
10687,p+ New Repub,New Repub,96.66666666666667
10688,N Y Times 25:30!) Je,N Y Times,89.0
10689,The Tlmes [London] th Sup,Times [London] Lit Sup,79.0
10690,Springf’d Republican pRs. S,Springfield Republican,78.66666666666667
10691,"Bookm,52:260 N",Bookm,84.33333333333333
10692,Springf’d Republlcan,Springfield Republican,80.66666666666667
10694,school of social science,School & Society,60.0
10695,Socialist R,Sat R,61.333333333333336
10696,-—~ N Y Times,N Y Times,100.0
10697,EOSprlngf'd Republican pllfl. Je,Springfield Republican,64.0
10698,+—14gprlngf'd Republican plla. Ji,Springfield Republican,60.0
10699,—N Y Times,N Y Times,100.0
10700,+~Revlew,Review,83.0
10701,Sprian’d Republican,Springfield Republican,76.66666666666667
10702,~ Boston Transcript,Boston Transcript,100.0
10704,_ Springf'd Republican pin i),Springfield Republican,76.66666666666667
10705,Boston Transcript nS D i,Boston Transcript,94.33333333333333
10706,' +'— New Repub,New Repub,100.0
10707,Y Evening Post,N Y Evening Post,97.66666666666667
10709,N Y TimES,N Y Times,92.66666666666667
10710,Nation llizsurﬁ‘li l) S,Nation,81.0
10712,Springf'd Republican mm,Springfield Republican,82.0
10713,Ath pilil S,Ath,81.0
10714,-—- Spec,Spec,100.0
10715,Booklllt,Booklist,75.0
10716,+OTOSprlngf'd Republican pila Je,Springfield Republican,64.0
10717,Y Tlmes,N Y Times,78.66666666666667
10718,Wis Lib iBul,Wis Lib Bui,88.33333333333333
10719,—-+ N Y Times,N Y Times,100.0
10720,-+- Review,Review,100.0
10721,Boston Transcript p-i Je,Boston Transcript,94.33333333333333
10722,——~ N Y Times,N Y Times,100.0
10723,—;)Springf’d Republican plla,Springfield Republican,80.0
10724,H The Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
10726,Am Hist R 26:33!) Ja,Lit R,50.0
10727,I-l- Eoston Transcript,Boston Transcript,87.33333333333333
10728,Springf'd Republican pita My,Springfield Republican,76.66666666666667
10729,Beaten Transcript,Boston Transcript,82.0
10730,c at R,Sat R,63.0
10731,_ Boston Transcript,Boston Transcript,98.0
10735,Bookllst 16:34.7 Ii,Booklist,64.0
10736,has Nation,Nation,91.66666666666667
10737,N Y Times 25:13!) Mr,N Y Times,89.0
10738,toSprlngf'd Republican,Springfield Republican,78.66666666666667
10739,her real mate.’ N Y Times,N Y Times,85.33333333333333
10740,Springf'd Republican plls. S,Springfield Republican,77.33333333333333
10741,Bookllst 16:2-10 Ap,Booklist,64.0
10742,Mt D,Lit D,69.66666666666667
10743,-—°f;l':e0Tlmes [London] Lit Sup,Times [London] Lit Sup,79.66666666666667
10744,—— Ath,Ath,100.0
10745,—+Boaton Transcript,Boston Transcript,94.0
10746,Cleveland p'li Ag,Cleveland Open Shelf,66.33333333333333
10747,+9T|Be Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
10748,+Springf’d Republican,Springfield Republican,86.0
10749,N Y T me:,N,74.0
10750,Ath.p111 J],Ath,82.0
10751,—— Boston Transcript,Boston Transcript,100.0
10752,-—- Outlook,Outlook,100.0
10753,+—2-5§prian'd Republican plla Ag,Springfield Republican,59.666666666666664
10754,he Times [London] th Sup,Times [London] Lit Sup,87.66666666666667
10755,H Springf’d Republican,Springfield Republican,83.33333333333333
10756,p Boston Transcript,Boston Transcript,98.0
10757,-_$prlngf’d Republican,Springfield Republican,66.0
10758,"N Y, Tlmeo",N Y Times,78.0
10759,gsgprlngf’d Republican,Springfield Republican,66.33333333333333
10760,+-2-7gpringf'd Republican,Springfield Republican,70.0
10761,Nation 111:45-l O,Nation,84.0
10762,tlgprlngf’d Republican plla II,Springfield Republican,67.0
10763,Booknr6lzi83 J],Booklist,57.333333333333336
10764,Springf’d Republican p11aMr7’20,Springfield Republican,74.0
10765,—— NY Times,N Y Times,90.0
10766,+~ N Y Times,N Y Times,100.0
10767,+-—30:pringf’d Republican,Springfield Republican,69.33333333333333
10768,30Springf’d Republican,Springfield Republican,72.33333333333333
10769,' N Y Tlmes,N Y Times,89.0
10770,N Y Times 25:20!) Ap,N Y Times,89.0
10772,~— Springf’d Republican,Springfield Republican,87.33333333333333
10773,N Y Time,N Y Times,96.0
10774,p Xi- P—DN Y Times,N Y Times,85.66666666666667
10775,Dial 59:66:! D,Dial,83.33333333333333
10776,Nation 111:sup428 O,Nation,82.66666666666667
10778,——- N Y Times,N Y Times,100.0
10779,he Times [London] Lit Sup,Times [London] Lit Sup,97.66666666666667
10780,-~ Sat R,Sat R,100.0
10781,Springf'd Republican plla. J],Springfield Republican,77.33333333333333
10782,EOOSprmgt'd Republican pin Ap -i,Springfield Republican,57.666666666666664
10783,__ Bookllst,Booklist,78.66666666666667
10784,+-— N Y Times,N Y Times,100.0
10785,Sprmgf'd Republican plla Je,Springfield Republican,69.0
10786,3—q‘iléhg06i'imee [London] Lit Sup,Times [London] Lit Sup,76.0
10787,.I Y Times,N Y Times,89.0
10788,Rsvlow,Review,50.0
10789,Springf'd Republlcdn,Springfield Republican,77.33333333333333
10790,Sprlngf‘d Republican,Springfield Republican,80.66666666666667
10791,Bookm 51:34]. My,Bookm,84.33333333333333
10792,Oral,Yale R,56.666666666666664
10793,togprlngf’d Republican,Springfield Republican,74.33333333333333
10794,Springf'd Republican piia O,Springfield Republican,77.33333333333333
10795,—— Sat R,Sat R,100.0
10796,-i- W Springf’o‘ Republican plla. Je,Springfield Republican,72.0
10797,Boston Transcript pt,Boston Transcript,97.33333333333333
10798,-—- N Y Evening Post,N Y Evening Post,100.0
10799,-{- Bookiist,Booklist,88.0
10801,N Y Evening Post pfl N,N Y Evening Post,94.66666666666667
10802,—i- Outlook,Outlook,96.0
10803,tgpringf'd Republican,Springfield Republican,81.33333333333333
10804,-—+ Bookm 51:34:} My,Bookm,84.33333333333333
10805,+—Sprlngf'd Republican,Springfield Republican,81.33333333333333
10806,—— Springf'd Republlcan plla Mr,Springfield Republican,72.66666666666667
10807,Boston Transcript pli D,Boston Transcript,95.0
10808,n—‘l—,N,50.0
10809,OOSpI-lngf'd Republican,Springfield Republican,63.333333333333336
10810,—i— Wis le Bul,Wis Lib Bui,74.33333333333333
10811,il- Boston Transcript,Boston Transcript,97.33333333333333
