,occurence
•I Book Week,1
•i- Boston Qloba,1
N Y Times plfi Ag,1
Yale R n s 33:xiv spring,1
Wli Lib Bul,1
-t- Book Week,1
-) NY Timei,1
"laughed at the melodramatic ending."" h New Yorker",1
Book Week pG Ja,1
(- Book Week,1
-I Klrkut,1
Weekly Book Review plfi Mr S,1
^ Am Econ R,1
Weekly Book Review pis My,1
Sprlngf'd Republican pld My,1
-I Weekly Book Review plO O,1
Klrklis,1
"mains a disappointment."" Orville Prescott r- Yale R n s",1
Times [London] Lit Sup plSS Ap,1
Christian Science Monitor plO JI,1
-| -Sat R of Lit,1
-\ Books pO O,1
h- Sat R of Lit,1
: Books pi F,1
Chem & Met Eno,1
Springf'a Republican,1
"major characters."" Elizabeth Hart h Books",1
-f^Tlmes [London] Lit Sup plO Ja,1
-) Times [London! Lit Sup,1
Chicago Dally Tribune plO Ag,1
i- New Statesman & Nation,1
"course too often."" Ixmls Kronenberger N Y Time«",1
• h Chicago Daily Tribune,1
"Books I'll, S",1
N V Tlmei,1
• H NY Times,1
No Am 237:vii Mr,1
Times I/London] Lit Sup,1
Books pit) Ja,1
"Times I London] Lit Sup p,S77 D",1
Boston Tranicript pi Mr,1
•; Springf'd Republican,1
I Sptmgf'd Republican,1
^ NY Times pig My,1
Current Hist 39:xiil Mr,1
-| Yale R n a 27:vlil summer,1
Books j.l') S,1
"clean, but unsubstantial, fun."" Lisle Bell h Books plO F",1
-| NY Times plO O,1
No Am 237:vili Je,1
• Chicago Pally Tribune pS Jl,1
N Y TliTKSi,1
"this story is developed."" H. D. McKay Am J Soc",1
Chicago Daily Tribun«,1
J' +' Sat R of Lit,1
", Springfd Republican",1
-f. _ Times [London] Lit Sup,1
•I- New Statesman &. Nation,1
-| NY Times plS Mr,1
"not dimensions."" Louis Kronenberger N Y Times",1
-I NY Post pll My,1
-( Forum,1
Boston Transcript p£ N,1
!- Books plO Jl,1
Books i.l Ag,1
Weekly Book Review pS D,1
h Book Week pll O,1
Springf'd Republican pld Ap,1
"thing better than cleverness."" John Sullivan H Commonweal",1
NY Times pig Je,1
r Klrkus,1
°+ N Y Times,1
•(- Times [London] Lit Sup,1
-! New Statesman & Nation,1
"Books iif, Ap",1
-I Sprlngf d Republican,1
Yale R n s 28:vlii autumn,1
Books HI Ap,1
nej Springf'd Republican,1
-j Atlantic Ag,1
^ Manchester Guardian,1
"DUb""VsprinBrd Republican",1
T- Sprlngf d Republican,1
R' _°sa1 R of Lit,1
+. Library J,1
Sprlngf'd Republican pC Ap,1
Sprlngf'd Republican pld O S,1
"""*'"" Kirkus",1
Yale R n s 27:viii summer,1
Yale R n s 27:viii spring,1
Weekly Book Review pC S,1
"ture of a bygone civilisation."" Forrest Reid r- Spec",1
: Manchester Guardian,1
Books pi I Ap,1
Yale R ns 28:vltl autumn,1
BOOKS,1
-;- Christian Science Monitor,1
New Repub 94:2SS Ap,1
Book* plO,1
i Sprimjfd Republican,1
Books pll AR,1
-I NY Times pi Jl,1
-) Spsc,1
"may be read for the adventure's sake."" h N Y Times",1
I Sprlngf'd Republican,1
a°H NY Times,1
Yale R n s 28:viii autumn,1
Booklist 34:3S7 Jl,1
"easily digested."" William Soskin f- Books",1
Yale R n s 28:xil autumn,1
Booki plO Jl,1
m Sat R of Lit,1
Yale R n a 33:xll spring,1
New Stateiman & Nation,1
eekly Book Review pll My,1
'eekly Book Review,1
Springf'd Republican pfe F,1
/eckly Book Review,1
J Commonweal,1
-<- Library J,1
Boston Globe pis O,1
Weekly Book Review pig O,1
Weekly Book Review pS Jl,1
-|— Commonweal,1
•{• Christian Science Monitor,1
-I NY Times pi Je,1
Book Week pll JI,1
-j- Sprlnflf'd Republican,1
Chem &. Eng N,1
J Phy« Chem,1
-F Weekly Book Review,1
r Am J Soc,1
-i New Statesman <£. Nation,1
-}- Weekly Book Review,1
N Y Time* plO O,1
Spec 170:6*8 Je,1
"""Ory' Book Week",1
Boston Globe plB Jl,1
-I Christian Science Monitor plO Ap,1
Yale R n s 33:vlil spring,1
"itations, this is an able portrait."" h Klrkus",1
Springf'd. Republican,1
f- Book Week pi,1
h N Y Tlmct,1
Book Week pf Ag,1
-I Sprlngf'd Republican pld Jl,1
Springf'd Republican plcl Jl,1
t- Weekly Book Review,1
-[ Weekly Book Review,1
; Book Week,1
Am Hilt R,1
N Y Timps,1
Boston Globe plS Ja,1
Book Week pG O,1
Sprin'gf'd Republican,1
: Klrkui,1
Boston Globe plS D,1
Springf'd Republican pS S,1
Spungfd Republican,1
Books plU Ag,1
"period piece, but not quite the real thing."" New Yorker",1
Time 32:55^1,1
-| Christian Science Monitor plO O,1
•f Book* plO Je,1
Sprlngf'd Republican pTe Mr,1
nnTime8 f-ondon] Lit Sup,1
"Tir""es [London] Lit Sup",1
-;- Commonweal,1
"attain a far superior quality."" Justin O'Brien Nation",1
Springf'd Republican pTe Ag,1
>• Sprlngf'd Republican,1
Books i>:> Je,1
NY Times pll Ja,1
New Statesman & 'Nation,1
Times [London] Lit Sup pSll D,1
"tegrity of her art."" R. C. Feld Books",1
"quite as he had been before."" Outlook",1
Cleveland Open Shelf pllO JI,1
-j- World Tomorrow,1
-i NY Times pi My,1
Manchester Ouardlan,1
!• Christian Science Monitor plO Jl,1
-I Boston Transcript pi Mr,1
Books i.l,1
"and father, is completely in focus."" W. S. h- Sat R of Lit",1
Yale R n s 28:viii winter,1
NY Times pl« Je U,1
-• Boston Transcript pi O,1
Manchester Guardian p; O,1
Times [London] Lit Sup pSS-t N,1
-!- Books plS N,1
"ut actually contradicts them."" L. M. Field h N Y Times",1
Yale R n a 28:viii winter,1
Forum 99:vii My,1
Books ]M I D,1
'-\ Times [London] Lit Sup,1
"dialogue—the bitter essence of emotion."" h Books",1
"suffering things in life."" Alfred Kazin N Y Times",1
.j New Statesman & Nation,1
Books pi N B,1
.| New Repub,1
Nation 146:13fi Ja,1
-j New Statesman A Nation,1
Christian Century 5S:G0 Ja,1
-NY Evening Post pSm My,1
-i Boston Transcript pi Ja,1
Books (N Y Herald Tribune) pig Je,1
-| Atlantic My,1
-) Booktn,1
Bookm 70:xxxii N,1
"feeling shocked by it."" Marianne Hauser (- N Y Times",1
~f- Springf'd Republican,1
Bcokrn 69:xxvi Jl,1
Yale R n s 80:xii spring,1
"cannot hand him so much."" E. H. Walton h N Y Times",1
Manchester Guardian pi O S,1
"ern civilization."" Milton Hindus r- Books",1
"well if read aloud."" Bonamy Dohree h Spec",1
-;• Books (N Y Herald Tribune),1
N Y Times plB D,1
Yale R n s 30:xli spring,1
Yale R n s 31:xvi autumn,1
.£. _ Times [London] Lit Sup,1
-f-.— Christian Science Monitor plO My,1
T»Times [London] Lit Sup,1
"the Union!"" Edward Weeks (- Atlantic Ap",1
Chicago Daily Tribune pC D,1
-[ Manchester Guardian,1
Cleveland Open Shelf pic JI,1
N Y Times pfi O,1
"and general Indictment."" Francis Smyth (- Sat R of Lit",1
fixing for all time the poetic and therefore,1
Books piFI,1
New Statesman 33:6ut> Ag,1
Bon km 70:xxil S,1
!- Books (N Y Herald Tribune),1
-:- Books (N Y Herald Tribune) plS Ja,1
"fashion of the Spring."" Robert Van Gelder h N Y Times",1
BU Boston Transcript,1
"a turbulent epoch."" L. B. Salomon Nation",1
Booklist 38:5'i O,1
"integral piece of literary artistry."" [- N Y Times",1
"this needs must be especially uncritical."" h Sat R of Lit",1
"To.?0,01*8 <N Y Hera'd Tribune)",1
Samuel.,1
-| NY Evening Pott pllm F,1
Books plC S,1
-( Books plO O,1
■i New Yorker,1
. Books pC O,1
ma£'+ISatS'R of Lit,1
Forum 93:vii Ja,1
WIs Lib Bui 30:1S7 O,1
Sat R of Lit 11:7.1 Ag,1
Nation 139:GS8 D,1
Christian Science Monitor pS S,1
Chicago Daily Tribune pS Jl,1
Books pG F,1
"19o""lmes [London] Lit Sup",1
-{ Boston Transcript pi Je,1
-NY Herald Tribune,1
N Y Times plG N,1
Wis Lib Bui 30:1S7 O,1
h New Statesman & Nation 7:C.I2 Ap,1
Books pill Ap,1
-\ New Repub SO:2S1 O,1
Books pi! F,1
Book* pis My,1
N Y Times id O,1
-•• Cath World,1
-{ Christian Science Monitor plO O,1
Christian Science Monitor pll JI,1
NY Evening Post pll Mr,1
"aims to evoke from its readers."" F. T. Marsh h N Y Times",1
•| Manchester Guardian,1
Forum 91:vil My,1
"urge has upset the balance of the book."" h New Statesman & Nation",1
"book dull instead of dramatic."" E. H. w. h Sat R of Lit",1
Boston Transcript i>'2 My,1
NY Times pB Jl,1
No Am 238:2X4 S,1
Forum 92:vii S,1
Canadian Forum 14:IS7 S,1
N Y Times pC Ja,1
-I NY Times plO Ja,1
Christian Science Monitor pis O IS,1
Spec 153:33fi S,1
-) Books pll Ag,1
\- Books,1
"Books pli, S",1
—'+ N Y Times,1
•(- New Statesman & Nation,1
-| Books plS Ap IB,1
New Repub 79:3B4 Ag,1
Times [London] Lit Sup plS6 Mr,1
-| Christian Science Monitor plO S,1
Books jil i; O,1
-} New Statesman & Nation,1
"with explicit detail in dialogue."" P. T. Hartung ,- Commonweal",1
-I Books pi Ja,1
".o, Statesman * Nation",1
NY Times cl Ja,1
-( Times [London] Lit Sup piss Mr,1
-< Sat R of Lit,1
h Atlantic Ja,1
Books pin D,1
H—- Times [London] Lit Sup,1
KaZ'n Books,1
Strauss ^ ^ T|meg,1
"those about her."" Mark Van Doren h Nation",1
"Foster has published."" G. W. Harris N Y Times",1
"""+ Times [London] Lit Sup",1
'—'Sat R of Lit,1
-| Christian Science Monitor pll Jl,1
-) Poetry,1
Times [London] Lit Sup pi IK Je,1
Yale R n s 28:xil winter,1
Manchester Guardian pG O,1
Sprfngfd Republican,1
Springf'd Republican pTe Ja,1
'+'— Christian Science Monitor,1
_ Boston Transcript pi My,1
NY Times pH Jl,1
Times [London] Lit Sup sup xxv N,1
Books plC O,1
Christian Science Monitor pit) N,1
•r Sprlngf'd Republican,1
r -| NY Times,1
Books pD Ja,1
-I Boston Transcript pi F,1
"modern, If minor, classic."" Quincy Howe New Repub",1
Yale R n s 27:vill spring,1
'-(-'Manchester Guardian,1
-t- Boston Transcript pi Ag,1
Yale R n a 27:vIII summer,1
-| NY Times pig Ap,1
-)• Times [London] Lit Sup,1
Christian Science Monitor pg N,1
New Reoub,1
(- Living Church,1
Books pin S,1
-—+ Bookm 51:34:} My,1
—i- Outlook,1
a8r+e'The Times [London] Lit Sup,1
■t- Library J,1
Books plO P,1
-f- Nature,1
Chem & Met Enfl,1
j NY Times,1
Bookc,1
"sweetness and light are indicated."" Olga Owens Boston Transcript",1
Yale R n s 30:xii winter Ml,1
"is as transparent as gauze."" Marian Wiggin Boston Transcript",1
"', Christian Science Monitor pll Je",1
-j Christian Science Monitor pll Mr,1
Books t.io N,1
Times fUondon] Lit Sup,1
Times [London] Lit Sup pCOl X,1
Booki p,1
Books P! l Ap,1
"""+' —'Sat R of Lit",1
A Forum,1
New Yorker 16:5(i Ag,1
I Boston Transcript pi Jl,1
"seems very remote and rather Inconclusive."" h New Yorker",1
there. ^ R ^ ut,1
"Books jiir, Mr",1
-| Boston Transcript pll O,1
-i Books pS Je,1
-) Book!,1
Sprlngf'd Republican plO Ag,1
r Books,1
Manchester Guardian sup xiv D,1
-•- Christian Science Monitor plO Ja,1
!- Times [London] Lit Sup,1
"which are his life blood."" Ruth Blodgett Boston Transcript",1
New ReDub,1
-) Atlantic D MO,1
N Y Times pin N,1
New Statesman & Nation 20:3S4 O,1
Springfcl Republican,1
Library J G6l3B2 Ap,1
-) Yale Law J,1
Springf'd Republican pS Jl,1
r- Manchester Guardian,1
Yale R n s 29:xll summer,1
"distinctly glad to get rid of the smells."" M. D. h Springf'd Republican",1
-\ New Statesman & Nation,1
-| Books plO D,1
-!• Sat R of Lit,1
-j- Boston Transcript pU Ap,1
h- Books,1
Times [London] Lit Sup pZOS Ap,1
"benumbing effect on his principal character."" )- Springf'd Republican",1
h- Canadian Forum,1
Yale R n s 30:vlli winter,1
Yale R n s 29:vlii spring,1
-) Christian Century,1
"~3""80wrin0f'd R*publican",1
-I Books plO Ja,1
Books ptO D,1
N Y Times PlO Ap,1
•I Bookm,1
"/f"" New Repub",1
-+- Sat R,1
• Books pll Mr,1
'— +'Sat R of Lit,1
-I Atlantic D,1
-I Books plG O,1
! Christian Science Monitor plO Ja,1
"and ways of living."" John Patton r- Books",1
O New Yorker,1
Current Hist &. Forum,1
Library J (!5:5S1 Jl,1
-) Horn Bk M,1
N Y Tlm«« plB Mr,1
Books plfi Ap,1
"N Y Times pi"" S",1
r- Springf'd Republican,1
NY Times pG O,1
-; Springf'd Republican pTe S,1
'+ Christian Science Monitor plO N,1
-H New Statesman &. Nation,1
Books pin Mr,1
-I NY Ttmes,1
N Y Times pS D,1
Springf'd Republican pS D,1
••- Books pS F,1
"story was put together."" R. H. Rovere f- Books",1
Boston Transcript pll Je,1
New Bepub,1
"-""- New Yorker",1
'Manchester Guardian,1
CHurchman,1
"J, NY Times",1
■+- Books plO Je,1
-| Atlantic Bookshelf D,1
-+- Sat R of Lit,1
■! New Statesman & Nation,1
Yale R n s 29:xii spring,1
I Boston Transcript pi Ag,1
-| Books pi N,1
Reviewed by Ruth Byrns f- Commonweal,1
-) NY Times pi N,1
•f Books plO Mr,1
Times [London] Lit Sup pi-10 S,1
(- Boston Transcript pll N,1
"N Y"" Evening Post",1
-) Sprlngf'd Republican plO Je,1
•+■ N Y Times,1
BooXs plO N,1
Publishers' Weekly,1
ley Flynn.,1
-i Christian Science Monitor plO F,1
—• Springf'd Republican plO D,1
Time 3C:S8 N,1
-I -Sat R of Lit,1
j- Manchester Guardian,1
Times [London] Lit Sup plSl Ap,1
tained.,1
Christian Science Monitor plS Ja,1
"self-conscious emptiness of soul."" Robert Littell h Yale R n s 30:xil autumn",1
Times [London] Lit Sup sup xvll N,1
Ya|e R n s,1
probably somewhere near,1
I- Boston Transcript pi Ja,1
"advance of their audiences."" Clifton Fadiman New Yorker",1
i Books pll Ja,1
-J Times [London] Lit Sup,1
-i- Books plO S,1
Yale R n s 30:viii autumn,1
Books p i,1
J- Springf'd Republican,1
-I Booklist,1
-r Horn Bk M,1
-i- Library J,1
i- Sat R of Lit,1
-i Churchman,1
h Survey G,1
main characters fail to come alive,1
Boston Transcript pt;,1
T NY Times plO N,1
"certain kind of sincerity."" E. S. Bates Sat R of Lit",1
SprlngPd Republican pTe N,1
"the book is not without promise."" L. M. Field (. N Y Times",1
•! Books pS Ap,1
I- Churchman,1
I- Sprlngf'd Republican,1
"ma"" New Yorker",1
Christian Science Monitor ptl My IS,1
Cleveland Open Shelf plO N,1
M) Books,1
Books jiS Ag,1
-I N«w Statesman & Nation,1
Manchester Guardian sup xv D,1
Books pi s,1
action also deprives the book of distinction,1
Christian Scien'ca Monitor pll Ap,1
Library J G5:6GO Ag,1
Manchester Guardian sup xlv D,1
+• Books plO O,1
-| Books pll Ag,1
ature.,1
-| Boston Transcript pi Jl,1
-f- Boston Transcript pi Ja,1
Times [London] Lit sup,1
■i Manchester Guardian,1
Baston Transcript,1
NY Times plO AS,1
N Y Times 25:12:! Mr,1
tsgprlngf'd Republican,1
Books pin Jl :KI,1
+—lggprlan'd Republican nlla Ag,1
Sprlnflf'd Republican plO D,1
-i- Pub W,1
+-—N Y Evening Post,1
Sat R of Lit 10:39-1 Ja,1
.New Statesman &. Nation,1
Booki plO Mr,1
"to write something of the first class."" P. S. h Sat R of Lit",1
•! New Repub,1
"-i • Manchester Guardian p"" P",1
-I Atlantic Jl,1
f- Boston Transcript pll Mr,1
f- Canadian Forum,1
"his painfully contrived fiction."" F. T. Marsh h Books",1
Forum 90:vlil N,1
"marriage extremely distasteful."" Olga Owens F Boston Transcript",1
"Springf'd Republican p""e My",1
-| N 'Y World,1
to sahibs and adores some drawling Stalky. .,1
•f Int Bk R,1
"shows definite signs of an ability to -write."" h Ind",1
Spi-mgf d Republican,1
Book* (N Y Herald Tribune) pll Ag,1
"last part of the book she comes into her own."" h N Y Times",1
"uation dry."" Int Bk R",1
SpHngfd Republican plO D,1
"; ,L- E' Red soi1'",1
"to harmonize with its background."" h Sat R of Lit",1
his first love and away.,1
"overrated poet in the world today."" h Ind",1
New Statesman 26:supxxiv,1
Scribner,1
i Boston Transcript plO D,1
(- Books (N Y Herald Tribune) pSO D,1
tegrity sometimes plodding and sometimes,1
poetic and it earnestly seeks to recapture the,1
i- int Bk R,1
: Sat R,1
-P _ N Y Times,1
SpringT'd Republican,1
Bookm 63:xiv Ag,1
-: Sat R of Lit,1
Spr iiujrd Republican,1
N Y World pom My,1
pub. corp.,1
Springrd Republican pTa Ap,1
(- No Am,1
H- New Repub,1
Books (N Y Herald Tribune) pi,1
Cleveland Open Shelf plOg S,1
Nation 123:supC19 D,1
-| Eng N,1
Bonkrn,1
h Spec 136:9B9 Je,1
tween,1
Books (N Y Herald Tribune) pll AS,1
N Y Tlm«i,1
pseud.). Word of honour.,1
-• Books (N Y Herald Tribune),1
"In his Journal, begun in",1
Llt,1
•t- Int Bk R,1
-t- Living Age,1
Bookm 63:xili Ag,1
a buried city and a most useful treasure it,1
Books (N Y Herald Tribune) pH Ja,1
'— 'Lit R,1
-I Tlmet £London] Lit Sup,1
Books (N Y Herald Tribune) pG Mr,1
"ly£nesa, and the",1
"master farmer, he goes at",1
Books (N Y Herald Tribune;,1
of the Island.' and 'Days of,1
_ h N Y Times,1
Spec 136:suplOOO Je,1
Lit R pS S,1
",oTime* [London] Lit Sup",1
N Y World plflm D B,1
Issue,1
Lit R pi I S,1
Sprlngf'd Republican pi I Je,1
"we are persuaded he is an important person."" [- Outlook",1
and 'Days of,1
Booklist 22:3U7 Jl,1
N Y World Je,1
"and lush. Journalistic effects."" Ind",1
; Ind,1
-J- Times [London] Lit Sup,1
Candy though Lib was not sugar coated flees,1
-•- Book* (N Y Herald Tribune),1
h N Y Times pS Jl,1
Times [London] 'Lit Sup,1
"with great skill."" H. L. Pangborn h Int Bk R",1
Books (N Y Herald Tribune) plS Je,1
i- Lit R,1
[- Sat R of Lit,1
-• Ind,1
Bookm 63:xlll Ag,1
N Y Times p'.i,1
)- N Y World,1
—Books (N Y Herald Tribune),1
•I Spec,1
Books (N Y Herald Tribune) p$ O,1
d0t+-l sat R of Lit,1
wllder!? Times [London] Lit Sup,1
bird time.,1
j- Boston Transcript pS Je,1
pretty good yarn and has done so more than,1
The Library,1
N Y Tlmet pg F,1
j Lit R pi Ap,1
BooJ« (N Y Herald Tribune),1
Book* (N Y Herald Tribune) pll D,1
Book* (N Y Herald Tribune) plS O,1
Bookm 63:xiii Ag,1
", Times [London] Lit Sup",1
—'+ Books (N Y Herald Tribune),1
Tlmei [London] Lit Sup pSOO Ap,1
hid,1
-•- Nation 123:sup612 D,1
-t- Booklist,1
•r- Bookm,1
"evolve since, say",1
New Repub 4g:supl58 S,1
angu Ti^eg [London] Lit Sup,1
N Y World p-lm Je,1
", Books (N Y Herald Tribune)",1
'Lit R,1
•- Int Bk R,1
-i Ind,1
country in the War of,1
™ Ind,1
Nation and Ath 39:sup298 Je,1
h N Y Tlm««,1
•H- Springf'd Republican,1
"evident from the first."" Vincent Engels h Commonweal",1
h Am R,1
•; Books (N Y Herald Tribune),1
NY Time* pll O,1
-:- Books (N Y Herald Tribune),1
NY Time* pS My,1
Iiid,1
(- Living Age,1
"""T2Tlmes I London] Lit Sup",1
••• Boston Transcript,1
-r Chicago Daily Tribune,1
"O'FLAHERTY, LIAM. Spring sowing.",1
effect Is heightened by careful technique. Lit R,1
ael+ _ sat R of Lit,1
_i Times [London] Lit Sup,1
4-lvlnp. Age,1
r Nation and Ath,1
"Reviewed by D. L,. Mann ,,,. ,,„«",1
_ Int Bk R,1
:- Outlook,1
a+ry_ Boston Transcript pS N,1
do this and to have been born in,1
•(- WIs Lib Bui,1
-j Boston Transcript pi O,1
Atlantic'* Bookshelf Ja,1
: Boston Transcript pS My,1
)- Springf'd Republican,1
"ful. And the book is frightfully without form."" h N Y Times",1
",- Lit R",1
Cleveland Open Shelf pSO Je,1
Lit R nil! S,1
Int Bk ft,1
-t- Boston Transcript pS S,1
•- Dial,1
"which he lives, and we with him."" h N Y Times",1
Jumping meridians.,1
"cause of 'Ninth Avenue' than it ever was."" H ""id",1
"Bodenheim perched high and pedaling hard."" (- Nation",1
: Nation and Ath,1
Lit Ft pi S IS,1
to the age of,1
y _ sat R of Lit,1
_— Lit R,1
"interest and eagerness and is worth reading ""h Ind",1
Adelphi co.,1
-[- N Y Times,1
Bo ton Transcript,1
)- Nation and Ath,1
-j- Int Bk R,1
h N Y World plm My,1
Int Bk,1
•i- Int Bk R,1
•f Ind,1
Book* (N Y Herald Tribune) pll Ap,1
'+'— N^w Statesman,1
"fiction, Into a tram."" L. P. Hartley h Sat R",1
S.it R of Lit,1
NY Times pll O,1
'+'Llt R,1
-; Boston Transcript pS D,1
"master like Schnitzler."" Ruth Sapin i Int Bk R",1
"Into magnificent exhibitionism."" M. A. EglofC Sat R of Lit",1
Books (N Y Herald Tribune) plo N,1
"Springf'd Republican p""e O",1
+■ N Y Times,1
_L Times [London] Lit Sup,1
"fact, I sincerely hope such is the case."" J.",1
p. Springf'd Republican,1
Sprlngf'd Republican plo D,1
"we can say for It."" H. W. Boynton h Bookm",1
NY Call plo O,1
•; WIs Lib Bui,1
"as a literary disaster."" W: L. Phelps h N Y Times",1
-( Ind,1
Boston .Transcript,1
"for the rest the writer's animus is overplain."" h Nation",1
Tha Times [London] Lit Sup,1
-! Chem & Chem Eng N,1
-i NY Times pS Mr,1
f- N Y tribune,1
-I -NY Tribune pll N,1
sin,1
"he is locked within it."" Avrahm Tarmolinsky r- N Y Tribune pll Mr",1
H—- Boston Transcript,1
N Y Tribune pi Ag,1
Cleveland pX(,1
-I NY Tribune pll Ap,1
sition from,1
Sat R 124:sup5 S,1
the year,1
. Springf'd Republican,1
Cleveland plUS N,1
charm^ ^ ^ wor|d pBm o,1
CYNIC'S cyclopaedia.,1
"shadowy they lack warmth and substance.""",1
Dodd HOs,1
strength and beauty. Narcissa Whitman the,1
"of the born story-teller."" Gilbert Parker h N Y Tribune",1
)- Boston Transcript pi Mr,1
Evening Ledger [Philadelphia] My,1
-i Spi ingf'd Republican,1
Sprlngf'd Republican plS Jl,1
"to a merry wedding breakfast."" N Y Call",1
President's ed,1
war a teacher in a German school in Hanover.,1
Linton's case in particular.,1
•+• Ind,1
Sprlngf'd Republican plS Ag,1
Books and Authors Je,1
Springf'd Republican plB S,1
.f. Nation,1
Bookm 62:50fi D,1
The Times [London] Lit Sup pllS F,1
j Springf'd Republican,1
Spring*' d Republican,1
-| America,1
"very, very good."" David Tllden h Books",1
h- sat R of Lit,1
Yale R n a 22:vlil spring,1
Sat T» of Lit,1
j Books plO Mr,1
; Christian Science Monitor pll Je,1
Spriiujfd Republican,1
Books plo My,1
-| Books plO N,1
Books ill! F,1
• ~7'!SZS [London] Lit Sup,1
N Y Times plG Je,1
-| Canadian Forum,1
"""+ N Y Times",1
! New Statesman,1
T Times [London] Lit Sup,1
Spec 157:sup38 N,1
"presented men and women."" Wilfrid Gibson Manchester Guardian",1
i- Christian Science Monitor plG Ag,1
-f- N Y Tribune plO My,1
Chicago Dally Tribune pS Ag,1
h N Y World pirn Je,1
\- N Y Call,1
"clubs in America, v",1
Sprlngf'd Republican plB S,1
* Dial,1
-) Lit D,1
-i- Ind,1
Weekly Book Review pH Jl,1
-j Int Bk R,1
Bocks (N Y Herald Tribune),1
-i Scientific Bk Club R,1
